Wall time,Step,Value
1579768389.6435256,0,0.09999999403953552
1579768509.755398,50,0.10429999977350235
1579768624.3675263,100,0.13269999623298645
1579768765.1640966,150,0.13539999723434448
1579768907.9675374,200,0.14229999482631683
1579769055.1931846,250,0.1436000019311905
1579769198.1664383,300,0.2004999965429306
1579769337.8593674,350,0.1551000028848648
1579769473.5551775,400,0.2013999968767166
1579769618.111013,450,0.20919999480247498
1579769750.3591604,500,0.27230000495910645
1579769889.672906,550,0.28619998693466187
1579770030.4946828,600,0.21279999613761902
1579770156.7088158,650,0.17579999566078186
1579770286.309945,700,0.3026999831199646
1579770420.272969,750,0.20260000228881836
1579770562.2831886,800,0.26429998874664307
1579770709.3713531,850,0.28679999709129333
1579770846.5192266,900,0.2459999918937683
1579770982.1588552,950,0.2863999903202057
1579771121.9628937,1000,0.30629998445510864
1579771245.6420655,1050,0.2578999996185303
1579771382.5809193,1100,0.2838999927043915
1579771526.348202,1150,0.34790000319480896
1579771660.7965574,1200,0.2531000077724457
1579771799.6384182,1250,0.3197999894618988
1579771935.5359054,1300,0.3407000005245209
1579772061.7059405,1350,0.25040000677108765
1579772197.5118387,1400,0.3009999990463257
1579772333.825641,1450,0.361299991607666
1579772474.6117404,1500,0.25189998745918274
1579772615.6026366,1550,0.3130999803543091
1579772757.6583576,1600,0.3384000062942505
1579772890.3287826,1650,0.2807999849319458
1579773026.9800122,1700,0.3012000024318695
1579773170.4282231,1750,0.3418999910354614
1579773303.4755766,1800,0.28049999475479126
1579773446.4504933,1850,0.3449999988079071
1579773563.0143847,1900,0.3564999997615814
1579773699.548828,1950,0.2904999852180481
1579773842.452707,2000,0.3643999993801117
1579773985.602219,2050,0.38359999656677246
1579774127.8116198,2100,0.334199994802475
1579774262.6416872,2150,0.36649999022483826
1579774406.3274794,2200,0.37119999527931213
1579774551.3730338,2250,0.306799978017807
1579774681.9052258,2300,0.3346000015735626
1579774822.7832332,2350,0.33469998836517334
1579774961.7634525,2400,0.35589998960494995
1579775108.0903594,2450,0.3877999782562256
1579775249.9846475,2500,0.3781999945640564
1579775390.7260609,2550,0.32009997963905334
1579775521.9976268,2600,0.3319999873638153
1579775665.0891337,2650,0.39010000228881836
1579775794.5406778,2700,0.3310000002384186
1579775939.0847821,2750,0.35439997911453247
1579776079.6105514,2800,0.36820000410079956
1579776223.3250089,2850,0.3490999937057495
1579776364.8662355,2900,0.3021000027656555
1579776508.6801796,2950,0.4016000032424927
1579776638.829434,3000,0.33079999685287476
1579776781.5168352,3050,0.3182999789714813
1579776922.8402495,3100,0.42149999737739563
1579777066.7009604,3150,0.3222000002861023
1579777208.473997,3200,0.2865000069141388
1579777352.5134697,3250,0.4099999964237213
1579777492.8991241,3300,0.35249999165534973
1579777636.4226685,3350,0.2703000009059906
1579777778.2000666,3400,0.4156000018119812
1579777912.4535997,3450,0.298799991607666
1579778039.9122834,3500,0.3872999846935272
1579778160.694761,3550,0.39819997549057007
1579778276.2833643,3600,0.37849998474121094
1579778419.0317774,3650,0.4047999978065491
1579778559.6397135,3700,0.4339999854564667
1579778703.6867676,3750,0.4027999937534332
1579778847.3207452,3800,0.36730000376701355
1579778990.8765087,3850,0.4465000033378601
1579779133.5240488,3900,0.2939999997615814
1579779277.527162,3950,0.33980000019073486
1579779407.0259285,4000,0.3831999897956848
1579779552.3761935,4050,0.38439998030662537
1579779683.5656052,4100,0.38679999113082886
1579779817.5291092,4150,0.43320000171661377
1579779960.00228,4200,0.409199982881546
1579780096.991716,4250,0.36739999055862427
1579780232.34406,4300,0.44099998474121094
1579780370.1429412,4350,0.3498999774456024
1579780505.7538466,4400,0.36069998145103455
1579780646.3274224,4450,0.4432999789714813
1579780788.3238714,4500,0.3513000011444092
1579780929.0325947,4550,0.4415999948978424
1579781067.309994,4600,0.46289998292922974
1579781210.9762585,4650,0.3982999920845032
1579781352.4316728,4700,0.3739999830722809
1579781489.3644745,4750,0.4755999743938446
1579781631.6090105,4800,0.3669999837875366
1579781769.7187607,4850,0.37209999561309814
1579781901.2027273,4900,0.429099977016449
1579782040.3012223,4950,0.4432999789714813
1579782180.7442944,5000,0.4634999930858612
1579782326.2715852,5050,0.46709999442100525
1579782460.7364419,5100,0.42100000381469727
1579782604.426579,5150,0.46059998869895935
1579782750.9018075,5200,0.4608999788761139
1579782886.1103544,5250,0.38349997997283936
1579783033.0413215,5300,0.385699987411499
1579783178.331839,5350,0.4899999797344208
1579783321.2719164,5400,0.38979998230934143
1579783461.9599807,5450,0.42569997906684875
1579783592.42501,5500,0.4730999767780304
1579783731.1235158,5550,0.36319997906684875
1579783873.77921,5600,0.4479999840259552
1579784021.8095727,5650,0.47189998626708984
1579784156.8056297,5700,0.37599998712539673
1579784300.8917472,5750,0.41349998116493225
1579784446.8973558,5800,0.4071999788284302
1579784596.1982758,5850,0.41290000081062317
1579784741.7685745,5900,0.4213999807834625
1579784888.9386587,5950,0.49139997363090515
1579785034.6168778,6000,0.37129998207092285
1579785179.7615747,6050,0.46719998121261597
1579785320.301258,6100,0.4887999892234802
1579785463.1569874,6150,0.4306999742984772
1579785599.5370536,6200,0.4578999876976013
1579785741.6306443,6250,0.39739999175071716
1579785886.0112936,6300,0.3458999991416931
1579786021.470376,6350,0.4610999822616577
1579786160.2940986,6400,0.45739999413490295
1579786291.765726,6450,0.3861999809741974
1579786431.2218986,6500,0.4156999886035919
1579786566.9057405,6550,0.48489999771118164
1579786703.015854,6600,0.3546999990940094
1579786849.7467084,6650,0.42659997940063477
1579786988.8851576,6700,0.4375
1579787135.2053125,6750,0.424699991941452
1579787278.4762106,6800,0.46219998598098755
1579787423.87509,6850,0.495199978351593
1579787570.0458932,6900,0.43479999899864197
1579787708.4142933,6950,0.4293999969959259
1579787853.2009566,7000,0.4715999960899353
1579787987.5170197,7050,0.44599997997283936
1579788121.9512756,7100,0.4657000005245209
1579788266.9401186,7150,0.48499998450279236
1579788403.7384582,7200,0.3718999922275543
1579788546.7920606,7250,0.4761999845504761
1579788667.6634278,7300,0.4883999824523926
1579788810.5677636,7350,0.39489999413490295
1579788952.3704834,7400,0.483599990606308
1579789095.9180617,7450,0.4805999994277954
1579789239.9660006,7500,0.4465999901294708
1579789360.5366464,7550,0.4447999894618988
1579789498.6880944,7600,0.5041999816894531
1579789640.9129794,7650,0.4268999993801117
1579789774.8669093,7700,0.47749999165534973
1579789906.393729,7750,0.5169999599456787
1579790044.6225758,7800,0.3813999891281128
1579790189.9512305,7850,0.40829998254776
1579790331.4844368,7900,0.5180999636650085
1579790475.3639355,7950,0.4583999812602997
1579790617.6027474,8000,0.4244999885559082
1579790763.005125,8050,0.46889999508857727
1579790901.705835,8100,0.5001999735832214
1579791033.43091,8150,0.44669997692108154
1579791169.688471,8200,0.4788999855518341
1579791312.088505,8250,0.45080000162124634
1579791455.6040788,8300,0.47540000081062317
1579791592.4412532,8350,0.5076000094413757
1579791733.9923863,8400,0.4802999794483185
1579791876.4324992,8450,0.4657000005245209
1579792017.0313003,8500,0.4909999966621399
1579792156.691963,8550,0.4729999899864197
1579792296.823977,8600,0.48489999771118164
1579792419.128272,8650,0.5173999667167664
1579792559.1539462,8700,0.44039997458457947
1579792699.4553947,8750,0.43629997968673706
1579792825.7960494,8800,0.45170000195503235
1579792952.6248066,8850,0.486299991607666
1579793088.875267,8900,0.4846999943256378
1579793221.8757558,8950,0.5317999720573425
1579793364.3926072,9000,0.3955000042915344
1579793506.1920435,9050,0.471699982881546
1579793649.9847949,9100,0.461899995803833
1579793795.5620465,9150,0.45889997482299805
1579793940.1317136,9200,0.4372999966144562
1579794090.3882852,9250,0.5085999965667725
1579794235.4970512,9300,0.4578000009059906
1579794379.3523486,9350,0.4481000006198883
1579794509.0597875,9400,0.4916999936103821
1579794652.9709694,9450,0.4380999803543091
1579794796.486623,9500,0.4404999911785126
1579794944.756084,9550,0.4902999997138977
1579795086.8876214,9600,0.5015000104904175
1579795225.1164162,9650,0.5238999724388123
1579795360.1369402,9700,0.5002999901771545
1579795504.904822,9750,0.44859999418258667
1579795641.730761,9800,0.5065000057220459
1579795786.1309595,9850,0.5246999859809875
1579795925.763632,9900,0.48969998955726624
1579796071.884856,9950,0.4781999886035919
1579796209.650472,10000,0.5335999727249146
1579796354.2523031,10050,0.46559998393058777
1579796495.1022315,10100,0.5126000046730042
1579796639.308765,10150,0.5151000022888184
1579796777.1536417,10200,0.41449999809265137
1579796909.7252817,10250,0.5001999735832214
1579797037.178067,10300,0.4932999908924103
1579797173.0739129,10350,0.43549999594688416
1579797304.9256742,10400,0.49219998717308044
1579797450.053137,10450,0.5042999982833862
1579797595.0276818,10500,0.3789999783039093
1579797741.7801414,10550,0.49059998989105225
1579797884.7843707,10600,0.5397999882698059
1579798031.2964942,10650,0.4165000021457672
1579798175.5151956,10700,0.5120999813079834
1579798328.3352504,10750,0.5327000021934509
1579798473.9175406,10800,0.3978999853134155
1579798623.5900464,10850,0.47999998927116394
1579798769.517323,10900,0.5320000052452087
1579798915.83729,10950,0.43219998478889465
1579799061.3791187,11000,0.4820999801158905
1579799207.132932,11050,0.48099997639656067
1579799354.0222418,11100,0.47679999470710754
1579799504.1298347,11150,0.5224999785423279
1579799647.2014542,11200,0.5309000015258789
1579799798.2595422,11250,0.48989999294281006
1579799944.2627013,11300,0.45729997754096985
1579800097.605603,11350,0.5343999862670898
1579800244.3828366,11400,0.4682999849319458
1579800393.2036877,11450,0.536300003528595
1579800537.798219,11500,0.5417999625205994
1579800685.5867383,11550,0.42239999771118164
1579800817.5411806,11600,0.5094000101089478
1579800963.2769108,11650,0.5468999743461609
1579801106.0458138,11700,0.46399998664855957
1579801251.1670158,11750,0.4526999890804291
1579801396.8437219,11800,0.4931999742984772
1579801542.8810854,11850,0.49139997363090515
1579801683.0482082,11900,0.5285999774932861
1579801824.2803073,11950,0.5379999876022339
1579801960.5368924,12000,0.44529998302459717
1579802102.0672145,12050,0.47429999709129333
1579802227.2068214,12100,0.5008999705314636
1579802367.0127673,12150,0.4761999845504761
1579802511.8330915,12200,0.5410999655723572
1579802655.2499778,12250,0.5473999977111816
1579802796.4250934,12300,0.48079997301101685
1579802926.776409,12350,0.48729997873306274
1579803068.5537405,12400,0.5338999629020691
1579803204.3427174,12450,0.44259998202323914
1579803345.9417298,12500,0.5217999815940857
1579803484.4447734,12550,0.5479999780654907
1579803623.2099373,12600,0.4837999939918518
1579803765.946371,12650,0.4781000018119812
1579803894.4762688,12700,0.49889999628067017
1579804040.7809093,12750,0.5228999853134155
1579804182.2906957,12800,0.540399968624115
1579804322.5780258,12850,0.554099977016449
1579804453.6273901,12900,0.4277999997138977
1579804597.0241055,12950,0.4957999885082245
1579804737.3540144,13000,0.4754999876022339
1579804870.737064,13050,0.4668999910354614
1579805002.315829,13100,0.4936999976634979
1579805144.8578482,13150,0.5108000040054321
1579805286.0072691,13200,0.44529998302459717
1579805425.3455422,13250,0.5289999842643738
1579805552.080368,13300,0.545199990272522
1579805680.8144069,13350,0.43039998412132263
1579805795.5136783,13400,0.43359997868537903
1579805922.3305836,13450,0.5414000153541565
1579806046.9380908,13500,0.5288000106811523
1579806154.0316062,13550,0.5177000164985657
1579806279.4326363,13600,0.5482999682426453
1579806406.9722555,13650,0.4245999753475189
1579806536.2960415,13700,0.4740999937057495
1579806666.3044686,13750,0.5590000152587891
1579806790.6527953,13800,0.4512999951839447
1579806920.1788592,13850,0.4909999966621399
1579807038.9992857,13900,0.5372999906539917
1579807168.162432,13950,0.511900007724762
1579807296.0678756,14000,0.43699997663497925
1579807426.346077,14050,0.41689997911453247
1579807549.2203918,14100,0.5166999697685242
1579807679.6773503,14150,0.5345999598503113
1579807808.292189,14200,0.5541999936103821
1579807934.9400673,14250,0.5410999655723572
1579808062.755526,14300,0.5514999628067017
1579808200.4261289,14350,0.5449999570846558
1579808329.505736,14400,0.5051000118255615
1579808449.6332316,14450,0.5227999687194824
1579808576.9485106,14500,0.5372999906539917
1579808709.04285,14550,0.4481000006198883
1579808807.3409302,14600,0.524399995803833
1579808934.9330432,14650,0.5618999600410461
1579809062.4775035,14700,0.4615999758243561
1579809171.180701,14750,0.42409998178482056
1579809298.3587382,14800,0.5335999727249146
1579809398.680782,14850,0.534500002861023
1579809518.8829389,14900,0.5248000025749207
1579809639.364997,14950,0.5292999744415283
1579809762.8525484,15000,0.47439998388290405
1579809895.5953574,15050,0.54339998960495
1579810016.6762278,15100,0.5295000076293945
1579810148.1177812,15150,0.4763000011444092
1579810247.7685714,15200,0.5351999998092651
1579810377.7137053,15250,0.5022000074386597
1579810504.1083753,15300,0.4931999742984772
1579810630.5412917,15350,0.5324000120162964
1579810758.8662121,15400,0.5478000044822693
1579810888.9542084,15450,0.48420000076293945
1579811008.9384146,15500,0.5291000008583069
1579811139.0574794,15550,0.5661999583244324
1579811264.0073054,15600,0.4114999771118164
1579811390.4165757,15650,0.4641999900341034
1579811517.8925555,15700,0.5489999651908875
1579811647.7142928,15750,0.4408999979496002
1579811777.405639,15800,0.45899999141693115
1579811907.5318096,15850,0.5649999976158142
1579812037.5082006,15900,0.44419997930526733
1579812164.3750756,15950,0.536799967288971
1579812291.8514378,16000,0.5604999661445618
1579812423.1228285,16050,0.4412999749183655
1579812534.3695257,16100,0.42899999022483826
1579812665.496075,16150,0.5503000020980835
1579812792.5940075,16200,0.5167999863624573
1579812916.5210037,16250,0.5616999864578247
1579813045.84936,16300,0.5740999579429626
1579813176.3157327,16350,0.4359999895095825
1579813303.6855736,16400,0.5378000140190125
1579813434.2357852,16450,0.573199987411499
1579813559.4309285,16500,0.5292999744415283
1579813697.8583653,16550,0.5299000144004822
1579813815.494171,16600,0.5552999973297119
1579813932.3890216,16650,0.4964999854564667
1579814060.2203326,16700,0.4812999963760376
1579814171.468561,16750,0.5370000004768372
1579814279.658934,16800,0.5072000026702881
1579814389.5019512,16850,0.5388000011444092
1579814518.1355307,16900,0.5248000025749207
1579814630.0170813,16950,0.4414999783039093
1579814758.2225516,17000,0.4562999904155731
1579814873.6181815,17050,0.5421000123023987
1579814977.3247218,17100,0.5324000120162964
1579815101.2547805,17150,0.47419998049736023
1579815226.613842,17200,0.5264999866485596
1579815334.0374436,17250,0.5325999855995178
1579815460.443561,17300,0.5604000091552734
1579815590.179756,17350,0.5640000104904175
1579815718.9127383,17400,0.42319998145103455
1579815846.5686724,17450,0.49229997396469116
1579815978.0531015,17500,0.5702999830245972
1579816109.2819095,17550,0.5227000117301941
1579816232.629363,17600,0.5349999666213989
1579816360.8249776,17650,0.5640999674797058
1579816486.6780283,17700,0.4388999938964844
1579816619.8309107,17750,0.5227000117301941
1579816749.9011893,17800,0.5659999847412109
1579816879.718278,17850,0.4575999975204468
1579817007.7248502,17900,0.5056999921798706
1579817136.3077924,17950,0.5694999694824219
1579817262.01173,18000,0.4429999887943268
1579817361.8355057,18050,0.5489999651908875
1579817459.8965886,18100,0.5746999979019165
1579817591.1500936,18150,0.5011999607086182
1579817718.8323364,18200,0.5620999932289124
1579817848.910459,18250,0.5697000026702881
1579817972.3359587,18300,0.4177999794483185
1579818103.1463487,18350,0.47769999504089355
1579818243.389316,18400,0.5145999789237976
1579818373.4633493,18450,0.39389997720718384
1579818495.5832107,18500,0.5115999579429626
1579818626.5159185,18550,0.5701999664306641
1579818753.8842354,18600,0.5629000067710876
1579818878.243275,18650,0.5752999782562256
1579819007.6831725,18700,0.5748999714851379
1579819138.5657954,18750,0.4075999855995178
1579819264.5824838,18800,0.5436999797821045
1579819393.6971517,18850,0.5662999749183655
1579819521.1053221,18900,0.4992999732494354
1579819650.5114915,18950,0.49390000104904175
1579819779.886487,19000,0.5652999877929688
1579819906.410558,19050,0.4643999934196472
1579820032.7170038,19100,0.5178999900817871
1579820162.2364619,19150,0.5719999670982361
1579820291.547982,19200,0.5011999607086182
1579820426.4078546,19250,0.5328999757766724
1579820553.6768925,19300,0.5656999945640564
1579820687.4408448,19350,0.44829997420310974
1579820814.8711991,19400,0.536899983882904
1579820945.4937742,19450,0.5727999806404114
1579821077.1425905,19500,0.5174999833106995
1579821213.6137786,19550,0.5654000043869019
1579821342.9585588,19600,0.5758999586105347
1579821464.1009285,19650,0.4747999906539917
1579821593.1605346,19700,0.5141000151634216
1579821722.676429,19750,0.5511999726295471
1579821849.7834628,19800,0.4941999912261963
1579821978.5204318,19850,0.540399968624115
1579822104.825331,19900,0.5734999775886536
1579822234.660196,19950,0.48489999771118164
1579822345.133224,20000,0.5325999855995178
1579822474.942857,20050,0.5570999979972839
1579822603.7128174,20100,0.47529998421669006
1579822733.4533498,20150,0.5708000063896179
1579822864.404254,20200,0.574999988079071
1579822995.0737991,20250,0.4594999849796295
1579823124.4165158,20300,0.5620999932289124
1579823223.6397698,20350,0.5726000070571899
1579823349.2984648,20400,0.492499977350235
1579823454.7070832,20450,0.4976999759674072
1579823580.7430553,20500,0.574999988079071
1579823710.537643,20550,0.5126999616622925
1579823842.3374624,20600,0.5128999948501587
1579823971.0650299,20650,0.5684999823570251
1579824102.7592025,20700,0.48829999566078186
1579824226.823838,20750,0.5098000168800354
1579824329.9406881,20800,0.5769999623298645
1579824451.9667647,20850,0.4991999864578247
1579824558.952481,20900,0.573199987411499
1579824687.597308,20950,0.579800009727478
1579824815.0591626,21000,0.46389999985694885
1579824944.1844907,21050,0.5277999639511108
1579825071.1662748,21100,0.5530999898910522
1579825199.821759,21150,0.5130000114440918
1579825324.693807,21200,0.5551999807357788
1579825454.3443134,21250,0.5831999778747559
1579825582.5947504,21300,0.44929999113082886
1579825707.3360085,21350,0.5396999716758728
1579825833.589216,21400,0.564799964427948
1579825961.5159373,21450,0.4682999849319458
1579826082.6625805,21500,0.5399999618530273
1579826210.2146301,21550,0.5661999583244324
1579826336.1891382,21600,0.4456000030040741
1579826465.4080143,21650,0.50409996509552
1579826591.9280417,21700,0.5536999702453613
1579826719.4756505,21750,0.5512999892234802
1579826845.0773695,21800,0.5759999752044678
1579826973.8025322,21850,0.578499972820282
1579827097.6806386,21900,0.4899999797344208
1579827225.2517757,21950,0.5421000123023987
1579827354.149639,22000,0.5697999596595764
1579827470.3285396,22050,0.500499963760376
1579827597.8473704,22100,0.5562999844551086
1579827730.2875924,22150,0.5720999836921692
1579827858.411756,22200,0.5311999917030334
1579827987.8504312,22250,0.5559999942779541
1579828115.466176,22300,0.5828999876976013
1579828248.2387419,22350,0.5188999772071838
1579828369.1471813,22400,0.5324999690055847
1579828508.7257323,22450,0.5801999568939209
1579828638.4385817,22500,0.5389999747276306
1579828764.2838516,22550,0.5647000074386597
1579828891.60914,22600,0.5796999931335449
1579829021.6762137,22650,0.5090000033378601
1579829147.7851126,22700,0.5762999653816223
1579829276.7641773,22750,0.5841000080108643
1579829395.770796,22800,0.5148999691009521
1579829527.4036834,22850,0.5403000116348267
1579829655.2464187,22900,0.5855000019073486
1579829790.2944198,22950,0.530299961566925
1579829927.905901,23000,0.5674999952316284
1579830061.4705188,23050,0.5789999961853027
1579830189.3773983,23100,0.45819997787475586
1579830289.8714144,23150,0.5318999886512756
1579830404.218021,23200,0.5343999862670898
1579830535.7107413,23250,0.5141000151634216
1579830662.6121848,23300,0.5455999970436096
1579830760.8402376,23350,0.5748000144958496
1579830856.3085093,23400,0.4717999994754791
1579830968.2947667,23450,0.5351999998092651
1579831093.577267,23500,0.5789999961853027
1579831224.5725164,23550,0.5062000155448914
1579831351.9565868,23600,0.5670999884605408
1579831467.748599,23650,0.5841999650001526
1579831599.7147334,23700,0.48889997601509094
1579831740.2626214,23750,0.5135999917984009
1579831870.2937846,23800,0.5787000060081482
1579832002.01505,23850,0.5081999897956848
1579832127.3805823,23900,0.5584999918937683
1579832248.7659905,23950,0.5830999612808228
1579832343.7403262,24000,0.4684000015258789
1579832469.9508188,24050,0.5726000070571899
1579832596.4316251,24100,0.58160001039505
1579832725.507146,24150,0.5354999899864197
1579832852.4607415,24200,0.578000009059906
1579832982.5453198,24250,0.5719999670982361
1579833108.205246,24300,0.42479997873306274
1579833237.3989754,24350,0.5637999773025513
1579833364.1191735,24400,0.5708000063896179
1579833492.5644195,24450,0.5072999596595764
1579833624.9343243,24500,0.5577999949455261
1579833753.332845,24550,0.5722999572753906
1579833881.806518,24600,0.4740999937057495
1579834009.8630807,24650,0.5519999861717224
1579834137.637472,24700,0.5726999640464783
1579834265.2300954,24750,0.5009999871253967
1579834389.672714,24800,0.5773000121116638
1579834518.832788,24850,0.5866000056266785
1579834647.6262572,24900,0.5461999773979187
1579834774.3844633,24950,0.5647000074386597
1579834899.5106587,25000,0.5489999651908875
1579835029.6939948,25050,0.4641999900341034
1579835156.354853,25100,0.5483999848365784
1579835283.7321057,25150,0.5670999884605408
1579835408.8850446,25200,0.530299961566925
1579835531.740175,25250,0.5620999932289124
1579835640.7205112,25300,0.562999963760376
1579835758.355477,25350,0.5450999736785889
1579835884.3587675,25400,0.5518999695777893
1579836020.1209471,25450,0.5435000061988831
1579836149.8390713,25500,0.43050000071525574
1579836275.1252131,25550,0.42389997839927673
1579836397.6238942,25600,0.4948999881744385
1579836530.0071995,25650,0.5655999779701233
1579836659.4022675,25700,0.5837000012397766
1579836797.1632903,25750,0.5873000025749207
1579836919.176928,25800,0.5810999870300293
1579837048.748021,25850,0.5799999833106995
1579837177.3253665,25900,0.5859999656677246
1579837306.8666568,25950,0.48479998111724854
1579837437.8145335,26000,0.56659996509552
1579837553.8003986,26050,0.5823000073432922
1579837683.1081634,26100,0.5103999972343445
1579837845.1553674,26150,0.5852999687194824
1579838009.471354,26200,0.585599958896637
1579838175.2480052,26250,0.500499963760376
1579838341.670354,26300,0.5598999857902527
1579838503.0236323,26350,0.5875999927520752
1579838642.6222725,26400,0.5331000089645386
1579838785.1200738,26450,0.5712999701499939
1579838922.1489289,26500,0.5841999650001526
1579839063.2401183,26550,0.5419999957084656
1579839206.0370734,26600,0.5733000040054321
1579839348.9392588,26650,0.5812000036239624
